loan_id,customer_id,account_id,loan_type_id,amount,start_date,term_months,interest_rate,issued_by_employee_id
8250,5510,38935,4,25324.18,2024-02-17,12,5.99,1393
8251,6716,8707,2,28493.16,2023-02-21,60,4.81,1962
8252,7372,6554,2,86172.5,2022-06-30,48,8.53,1244
8253,7092,21405,3,92980.92,2021-11-11,12,3.29,1601
8254,14487,1104,1,85243.69,2023-05-23,60,3.23,1891
8255,13097,30098,4,1490.07,2023-12-19,24,4.05,1256
8256,13341,25863,1,47864.41,2023-10-27,60,3.27,328
8257,17409,39238,4,97240.1,2020-08-19,12,9.14,1467
8258,18142,16330,3,35120.04,2020-08-24,12,9.83,52
8259,3507,10701,4,25635.18,2023-03-23,24,6.14,1910
8260,11944,21758,1,12141.67,2021-06-21,48,8.94,1967
8261,12422,13871,3,58977.19,2024-05-23,12,6.05,376
8262,18269,15553,1,76153.85,2022-11-25,12,9.01,263
8263,11777,27649,3,43599.43,2021-12-19,48,3.83,267
8264,980,36246,1,93080.93,2020-09-02,60,8.05,359
8265,5225,25582,2,56435.96,2021-01-11,12,9.61,1341
8266,5379,24274,3,34554.21,2022-03-13,60,6.82,1348
8267,8524,30215,1,55878.27,2021-03-12,60,6.78,1945
8268,10152,4895,2,96772.42,2023-02-24,36,9.7,1932
8269,18401,29312,1,93806.2,2022-08-06,36,4.15,1690
8270,12796,27504,3,20513.25,2024-02-03,24,5.04,1894
8271,15953,6524,3,73661.74,2021-10-14,48,4.89,1902
8272,10062,12631,4,24475.83,2023-11-21,48,3.11,652
8273,14199,6167,4,58202.72,2021-09-15,12,7.35,1963
8274,11568,30674,3,58659.54,2022-03-04,12,7.68,1587
8275,15295,16478,2,82781.51,2021-09-19,12,5.85,1653
8276,11901,20305,1,54479.05,2024-04-09,48,3.68,1445
8277,21,8443,2,96667.24,2021-06-30,12,9.34,46
8278,19347,6424,2,10343.92,2021-03-22,48,4.68,1845
8279,5132,11938,3,69702.16,2022-01-14,48,5.4,600
8280,8634,2628,3,24409.44,2024-01-10,12,8.17,720
8281,11546,4502,2,70683.96,2023-09-20,60,4.36,1913
8282,8002,6673,1,12199.59,2020-07-31,60,4.75,1293
8283,6929,8157,2,79014.13,2023-04-14,48,5.47,601
8284,4203,20681,1,34504.87,2020-09-10,12,5.81,381
8285,17607,31784,2,48506.71,2022-03-29,24,7.03,118
8286,688,19698,4,22038.7,2023-07-25,36,9.05,1590
8287,11315,17888,1,8564.74,2021-06-18,24,5.19,1977
8288,3444,23752,1,40148.74,2021-03-29,48,8.59,116
8289,923,36941,4,48544.98,2022-08-01,60,3.96,1654
8290,18909,36431,4,45355.46,2023-02-16,12,9.55,260
8291,15144,34488,3,57164.4,2023-10-06,24,7.1,1099
8292,17737,335,4,1582.23,2020-10-02,36,6.43,1504
8293,12332,29263,2,2079.23,2021-12-04,60,6.09,305
8294,8692,36816,4,21061.32,2021-07-21,12,9.89,7
8295,9081,39505,1,87211.65,2022-11-20,48,6.62,366
8296,18856,6869,3,21989.36,2022-12-01,60,6.15,1658
8297,1995,1261,1,73031.65,2021-10-15,36,4.78,523
8298,10930,28256,4,19942.75,2022-12-07,36,8.0,1372
8299,3655,11420,1,27243.28,2020-11-11,24,7.29,1462
8300,6621,7951,2,36038.04,2022-08-16,60,4.04,1239
8301,2048,35200,1,23546.26,2023-12-26,24,9.13,429
8302,16123,30981,4,53093.29,2020-07-22,24,9.23,791
8303,140,35196,1,1004.0,2022-10-12,48,3.82,1522
8304,2917,22262,3,21326.08,2020-12-16,24,3.69,1564
8305,6346,13073,4,2853.4,2023-09-06,36,7.56,747
8306,7783,23265,4,99171.45,2024-01-13,48,3.44,367
8307,17494,5941,4,20442.43,2023-06-17,48,7.24,313
8308,12958,9490,3,57111.67,2022-03-17,48,7.16,538
8309,15453,27176,1,86925.42,2022-03-07,48,7.84,921
8310,12821,9838,4,89425.87,2024-02-21,60,4.89,1078
8311,18566,2152,3,78509.46,2023-05-18,48,3.34,1565
8312,10076,7790,3,34515.15,2024-01-11,24,9.52,1491
8313,10461,3240,3,37909.39,2022-05-30,36,5.33,865
8314,5799,15690,4,80414.81,2022-02-20,48,5.13,1188
8315,10106,5206,3,19638.35,2022-10-09,12,4.67,782
8316,16777,11368,3,41752.58,2024-03-29,36,9.27,334
8317,956,4934,3,28021.67,2021-02-23,60,8.64,1571
8318,9618,10488,4,23029.78,2022-07-11,12,6.89,798
8319,11617,81,3,46938.95,2020-08-12,24,6.04,348
8320,4667,37033,3,24656.21,2022-03-18,24,9.81,273
8321,17081,25264,4,50263.77,2021-08-12,12,9.71,963
8322,13227,14957,1,32789.18,2021-12-13,24,5.13,720
8323,18404,23624,4,41856.59,2022-08-28,48,4.86,1774
8324,8743,22646,4,42073.63,2022-08-16,36,5.73,1438
8325,17678,20129,4,24065.79,2024-04-20,48,3.39,500
8326,5535,30823,3,67241.14,2020-10-14,60,3.15,1117
8327,2004,21238,2,27563.21,2023-03-02,48,8.11,685
8328,12259,8467,2,5154.54,2020-12-27,36,9.28,79
8329,14882,15244,3,14295.48,2021-10-23,12,7.67,622
8330,11274,6185,1,88967.48,2021-11-24,36,5.88,1241
8331,733,30624,1,65852.73,2021-09-29,60,4.5,947
8332,18326,6442,4,17247.29,2021-02-22,48,8.44,358
8333,15829,20682,3,47306.76,2023-11-15,48,8.07,618
8334,11136,10757,2,33257.33,2020-09-22,48,7.79,507
8335,9476,19183,4,31745.32,2021-07-31,48,8.13,1583
8336,19177,13624,2,67159.9,2020-10-16,60,9.99,1205
8337,7706,8643,3,20680.81,2021-09-22,48,3.32,576
8338,19982,20818,2,78483.73,2020-08-21,36,9.94,1270
8339,11489,22973,4,68315.69,2023-01-17,60,6.94,244
8340,682,38049,1,32366.46,2021-08-20,60,7.85,506
8341,10389,6818,1,33286.7,2020-12-06,36,5.23,422
8342,10081,25793,2,42206.74,2021-10-21,24,6.81,1344
8343,8281,19175,1,47898.04,2022-03-11,36,5.28,1111
8344,1754,10031,1,96304.95,2022-12-07,24,4.91,217
8345,18591,33191,1,27415.36,2021-04-10,48,8.57,1514
8346,9987,1094,2,96370.92,2022-02-11,60,9.61,1543
8347,10090,22300,4,84003.16,2020-08-07,24,7.63,1302
8348,8786,21418,4,33269.57,2021-02-21,60,4.4,1873
8349,3452,7218,4,19292.82,2024-04-29,12,3.19,1746
8350,2757,34374,3,96067.73,2020-10-08,48,8.97,1009
8351,1617,14379,1,92475.35,2022-10-13,60,4.55,1193
8352,15220,12922,1,25337.74,2021-04-08,48,4.12,330
8353,8552,36438,3,43095.64,2021-01-22,12,3.13,650
8354,18506,19920,1,61611.94,2022-05-04,12,3.43,1465
8355,15664,13090,1,28558.09,2023-12-21,12,6.44,391
8356,13737,14311,1,93878.15,2021-06-06,48,5.09,1520
8357,3368,3224,2,86795.75,2023-05-17,48,4.6,381
8358,13241,38575,3,7229.46,2024-07-02,12,3.51,1330
8359,17194,7863,3,46822.9,2020-09-15,12,3.2,742
8360,5334,34988,4,80121.22,2020-07-23,24,5.27,820
8361,2352,17250,4,24587.67,2024-06-11,24,4.52,673
8362,16548,6687,2,82618.98,2021-02-20,36,7.92,513
8363,3980,7356,2,85636.13,2024-05-07,48,7.15,1772
8364,18295,16793,1,72485.78,2023-03-20,36,6.19,949
8365,10929,25146,3,15526.89,2021-12-11,60,4.32,1212
8366,14781,31011,4,94037.35,2021-07-25,60,4.16,930
8367,4180,36124,1,78874.85,2021-04-12,60,6.9,1540
8368,3992,16984,2,7082.67,2023-09-09,60,8.86,913
8369,19852,25007,3,15808.06,2021-12-15,48,8.06,644
8370,18545,15321,3,50204.78,2024-05-24,12,7.47,427
8371,5744,21125,4,23829.36,2023-04-09,36,5.14,502
8372,18325,20731,2,42268.94,2021-10-19,36,4.8,730
8373,18060,31747,2,12360.35,2021-01-16,48,4.75,1284
8374,650,18401,1,80107.29,2023-06-28,48,4.85,1537
8375,625,21509,2,22740.12,2023-10-09,24,6.94,71
8376,2779,26165,4,63336.14,2024-02-13,24,5.42,478
8377,8299,24828,4,86145.52,2022-05-22,48,7.52,1202
8378,7278,28468,4,10610.23,2021-03-25,36,3.23,457
8379,11711,34679,4,2371.23,2022-05-21,48,4.42,189
8380,5323,7815,3,73907.44,2023-09-19,48,3.5,291
8381,8751,20742,3,69489.81,2023-12-12,36,8.11,1544
8382,12827,10727,4,55494.41,2022-11-02,60,9.71,1789
8383,2282,10922,4,96822.46,2022-09-30,12,3.04,920
8384,5027,12480,1,26765.13,2023-08-05,12,4.13,292
8385,14450,9725,2,3704.98,2022-10-16,24,6.23,1970
8386,17873,29434,3,24560.25,2022-06-03,48,3.98,756
8387,1466,30475,4,85954.0,2024-03-22,60,8.98,1659
8388,9194,12139,1,74751.57,2023-03-07,24,6.65,1835
8389,17005,23575,2,87811.86,2023-12-18,24,8.13,1307
8390,3685,36153,4,96763.59,2024-02-10,48,8.74,1568
8391,8174,4470,4,41874.74,2020-11-18,60,5.78,1870
8392,13302,24524,4,96734.37,2020-10-25,36,8.04,377
8393,15067,535,4,89213.15,2024-02-04,48,9.86,1682
8394,17293,37349,4,66930.97,2024-03-05,12,3.59,1180
8395,2717,23628,2,69565.42,2022-04-15,36,6.91,508
8396,7700,10079,3,46399.51,2024-06-08,24,9.13,1437
8397,16998,34926,1,4585.56,2020-12-21,36,9.81,528
8398,17505,39378,2,71096.46,2021-10-08,48,7.13,1379
8399,14334,22500,3,47425.85,2023-10-18,60,3.27,559
8400,4629,9298,4,27356.59,2024-04-03,48,9.74,1787
8401,2937,26685,2,26045.76,2023-12-05,24,9.05,1211
8402,7467,22766,4,60969.75,2021-02-20,24,4.97,1055
8403,4853,12085,2,42040.57,2022-02-08,48,4.55,260
8404,3567,14033,3,68819.67,2023-04-01,36,8.18,421
8405,14876,34960,4,62826.47,2022-05-23,24,6.4,1553
8406,1918,3228,4,94497.67,2021-03-19,36,8.78,1575
8407,4446,16398,3,51698.63,2023-01-14,24,4.18,304
8408,6556,10841,3,75780.64,2022-01-29,24,7.39,942
8409,12244,22848,4,63695.28,2023-04-13,48,7.21,1968
8410,11907,14634,2,40769.62,2020-09-09,60,9.7,1063
8411,6338,33276,4,1115.09,2021-04-19,60,7.66,1513
8412,10531,518,3,6522.33,2022-05-17,60,3.17,1668
8413,15140,26726,3,82740.22,2020-08-09,24,9.7,542
8414,348,34760,2,9658.22,2022-10-18,36,4.27,1694
8415,9638,8644,1,59207.16,2021-01-03,60,4.8,1302
8416,16663,23880,1,34373.0,2022-03-21,24,6.14,1227
8417,4873,33193,2,88487.46,2023-10-15,60,5.16,1090
8418,1890,29816,1,28950.44,2022-04-07,60,5.87,108
8419,13190,26482,1,18189.03,2022-11-24,12,8.74,268
8420,18714,22174,2,71805.37,2021-07-27,36,5.12,222
8421,1892,24318,2,27711.32,2023-11-19,12,3.19,1828
8422,10643,29025,3,97911.44,2022-03-23,12,6.05,1554
8423,16709,22986,1,54503.35,2023-05-01,24,3.39,1114
8424,5842,32077,4,28628.49,2020-08-12,48,3.87,693
8425,18195,27651,3,71118.25,2022-10-09,48,4.29,255
8426,6875,18954,1,9100.29,2022-01-18,12,9.49,1479
8427,2731,22384,4,2579.6,2024-03-10,24,5.29,253
8428,7467,1755,2,92294.59,2022-10-16,36,8.3,257
8429,1487,23521,3,36712.96,2020-08-19,12,3.21,383
8430,17577,30037,1,62769.94,2020-09-21,36,9.6,442
8431,13433,8591,4,12007.19,2022-02-16,36,6.68,1882
8432,2645,11467,2,55324.08,2021-03-19,24,3.93,599
8433,4783,31585,1,93480.41,2022-06-23,24,4.38,1114
8434,8629,13700,3,60161.37,2024-06-07,12,8.8,1773
8435,11749,14364,4,89322.21,2021-06-15,12,5.87,390
8436,13022,7689,3,79527.49,2022-01-10,48,7.73,582
8437,15370,12845,2,66408.38,2024-02-26,36,6.73,1068
8438,6283,19586,1,36416.6,2020-08-31,60,3.85,1736
8439,10678,26919,4,96345.23,2022-02-15,24,4.87,1688
8440,5838,2522,3,8931.09,2023-08-08,48,4.63,598
8441,1030,33043,2,85037.46,2021-06-26,48,7.13,19
8442,9462,5027,3,98091.61,2021-04-18,24,3.22,1125
8443,19894,13948,2,11267.08,2023-02-05,24,9.64,1938
8444,9575,26539,3,75533.45,2022-10-26,36,7.8,607
8445,6566,30600,4,87125.15,2023-02-07,12,3.39,1790
8446,15303,22203,2,72008.31,2021-07-31,48,5.04,1381
8447,7037,34588,2,70700.77,2021-07-04,60,3.31,1566
8448,13498,2210,2,99184.6,2022-05-11,12,4.04,1785
8449,986,19946,4,40792.33,2023-07-14,36,3.23,1962
8450,2238,7958,2,43237.56,2020-12-11,24,6.06,33
8451,12736,3982,3,16464.65,2024-05-12,60,5.54,1994
8452,12656,25482,3,11746.52,2023-01-20,12,6.92,1253
8453,5133,36206,2,98260.45,2022-08-11,24,8.23,1548
8454,17116,34180,2,17874.18,2021-11-19,12,3.29,1654
8455,5227,37630,3,32629.85,2022-08-21,12,9.36,862
8456,13541,7166,1,43505.91,2021-04-12,36,9.36,155
8457,16592,16507,1,12203.85,2021-07-18,24,6.61,1447
8458,18262,9087,4,11805.7,2023-03-17,12,5.46,905
8459,17835,38897,3,93937.39,2022-10-03,12,8.98,1270
8460,3215,22071,1,7551.55,2020-08-14,60,9.38,405
8461,4601,1731,2,12845.93,2022-07-05,12,7.88,844
8462,5538,36347,2,69615.26,2022-01-05,36,9.65,1783
8463,7315,39605,1,89258.98,2023-10-29,24,8.36,1565
8464,1180,24618,3,65930.58,2021-07-15,48,9.01,1185
8465,11642,33747,2,61901.86,2021-01-06,48,6.7,747
8466,6959,16236,4,82824.41,2023-09-15,60,6.92,1726
8467,4645,744,2,31155.2,2023-07-16,36,9.39,1141
8468,12628,26937,2,22587.91,2023-05-20,60,7.9,271
8469,3603,22321,3,88255.61,2021-11-28,12,8.6,770
8470,5736,15231,4,9293.83,2021-09-03,60,7.37,1716
8471,10,3208,1,19771.41,2021-05-19,12,9.61,1511
8472,2827,35237,4,3888.0,2023-11-10,48,9.51,1909
8473,17754,30343,2,79282.25,2022-08-05,36,8.53,172
8474,3271,1682,2,12637.3,2022-06-11,12,6.25,1974
8475,16017,23430,2,70733.14,2023-08-04,48,4.78,274
8476,17923,14849,2,15172.02,2020-12-24,12,5.78,259
8477,6221,26427,2,48935.5,2022-03-25,48,7.7,1159
8478,15508,1466,1,63516.67,2022-07-24,48,6.12,1707
8479,19185,5321,3,79583.62,2023-11-20,36,6.69,1746
8480,11969,10198,4,87952.89,2024-04-21,24,9.8,1772
8481,5315,32216,4,92581.18,2024-06-03,24,5.68,422
8482,18602,29509,2,60939.13,2022-01-01,12,6.53,1445
8483,12452,13516,1,48278.59,2021-11-06,24,6.14,1210
8484,13552,14523,2,41871.29,2022-05-28,48,6.56,1953
8485,9330,32161,1,56507.25,2021-02-01,60,7.12,364
8486,1243,12361,2,28430.94,2022-04-08,48,4.78,1979
8487,19712,27819,3,70992.45,2023-12-28,12,3.24,1631
8488,18956,37915,3,67371.9,2024-02-09,12,9.63,378
8489,3041,30216,1,5589.65,2021-04-18,48,8.47,1547
8490,17315,17818,4,40324.93,2021-12-10,48,4.94,580
8491,17468,37848,3,12105.27,2020-09-14,48,8.68,891
8492,5566,33977,4,31071.61,2022-01-25,24,6.63,722
8493,8141,32917,2,6369.94,2022-05-26,48,5.66,1220
8494,8416,1691,4,20764.22,2023-04-23,36,9.69,881
8495,18048,13966,2,88997.11,2020-10-09,48,8.72,1122
8496,3374,21084,4,5675.88,2021-09-21,12,9.69,605
8497,11033,37008,2,54503.91,2023-09-29,60,4.46,22
8498,19977,4221,3,71198.22,2022-06-19,48,6.79,1474
8499,11129,2837,3,1045.24,2024-06-17,48,6.24,1196
8500,7953,6986,3,67430.06,2023-10-02,36,7.79,383
8501,12180,23897,4,10405.89,2022-01-27,24,6.88,134
8502,3544,27247,1,73881.96,2021-04-04,12,8.27,1450
8503,16552,14905,3,57963.97,2021-07-10,24,4.79,1049
8504,2655,18947,3,94482.99,2024-03-20,60,5.69,503
8505,6799,17797,3,73160.12,2021-10-01,60,6.35,1209
8506,16243,28301,3,9961.49,2021-05-07,36,8.14,1109
8507,15578,17636,3,17356.08,2022-02-28,48,7.72,1591
8508,2537,20339,2,22226.45,2023-05-21,36,4.1,1787
8509,12695,966,2,52332.13,2023-10-17,48,7.47,144
8510,7150,35915,4,39025.4,2024-01-14,24,4.64,1887
8511,10825,20544,1,24981.31,2020-08-15,60,7.61,1934
8512,284,6938,2,53615.13,2024-05-14,36,5.47,1703
8513,12022,16574,1,66246.95,2023-12-30,24,9.5,1436
8514,6984,14925,2,44804.06,2024-02-12,60,9.02,224
8515,18024,39545,1,19986.76,2023-02-01,60,6.18,220
8516,15613,32149,3,60118.72,2023-03-25,60,5.72,179
8517,19164,6109,1,71897.66,2024-01-01,24,7.89,1655
8518,2984,30587,2,65454.3,2023-04-20,24,8.08,433
8519,14754,34676,1,7239.76,2024-05-30,60,5.55,265
8520,9249,18766,2,3396.3,2022-01-24,60,6.57,954
8521,8186,19051,4,70052.27,2023-04-07,36,9.04,429
8522,18936,10450,4,41995.27,2024-01-08,60,7.99,1686
8523,5995,20352,4,68474.18,2023-04-28,60,4.71,416
8524,899,7164,1,95036.46,2024-01-31,60,7.86,1477
8525,8102,7882,3,31428.74,2023-10-21,24,8.48,727
8526,15486,6743,2,38284.56,2021-06-04,60,9.28,197
8527,8057,14417,2,35500.24,2020-12-21,48,4.55,1578
8528,17023,29491,3,2756.22,2022-05-06,24,8.34,1077
8529,9376,34821,4,60824.26,2024-06-03,48,6.37,480
8530,13462,34066,1,41632.21,2021-08-07,24,8.63,1467
8531,13668,2350,3,17729.21,2024-01-31,36,8.19,1354
8532,17636,13083,4,5685.19,2021-12-02,36,6.85,1275
8533,2222,1388,1,31959.83,2020-08-11,12,5.79,1831
8534,6460,38394,2,8477.25,2023-01-23,48,4.79,890
8535,13262,34674,3,92420.07,2021-12-03,60,3.1,1807
8536,19737,17725,2,59301.3,2023-01-15,48,8.21,1991
8537,106,3092,2,30035.97,2022-11-19,60,7.04,925
8538,2097,13095,2,70322.62,2022-02-09,48,8.74,123
8539,5681,2450,1,89708.92,2023-03-26,48,6.29,1903
8540,4127,23515,2,19976.99,2022-11-22,60,3.67,1411
8541,8057,20392,1,59889.77,2024-02-05,60,4.08,1363
8542,13590,37700,3,66476.54,2022-09-25,60,4.39,778
8543,965,16577,2,60696.74,2020-10-30,12,5.45,348
8544,10393,28274,4,77947.77,2020-09-10,24,6.49,29
8545,15912,27446,3,67160.26,2021-06-21,48,3.75,975
8546,6503,18544,1,23030.33,2023-10-16,12,8.87,35
8547,3487,20828,1,67796.55,2023-02-16,36,5.31,1542
8548,4719,10100,2,38253.95,2021-06-02,36,6.12,1420
8549,8456,14724,1,45044.1,2021-12-01,48,9.85,623
8550,10843,3963,2,78449.08,2023-05-31,24,3.76,1318
8551,5548,26004,4,87637.48,2024-01-17,60,6.56,589
8552,18037,24872,1,55491.77,2022-08-15,60,6.1,1373
8553,15278,31167,3,88613.29,2023-08-28,36,4.1,1171
8554,17130,3886,4,88194.97,2021-01-20,60,3.61,1091
8555,6921,22926,4,38064.47,2020-07-12,60,9.5,904
8556,14597,1737,1,82617.0,2023-02-27,24,7.68,520
8557,6799,22477,3,22116.5,2024-05-01,36,8.01,122
8558,770,25901,4,43553.69,2020-08-11,24,7.26,340
8559,12739,27463,4,65169.52,2022-10-12,12,3.37,175
8560,19978,24267,3,20496.22,2023-10-17,36,5.3,1924
8561,7413,34120,4,54519.08,2023-05-28,12,3.9,1715
8562,10679,3758,1,26929.86,2022-01-13,60,3.03,597
8563,12760,19547,1,44697.04,2021-08-24,12,9.39,451
8564,5776,29031,2,68752.6,2024-05-16,48,5.2,557
8565,14898,5468,1,69463.83,2023-05-05,24,7.99,1160
8566,17871,6870,3,92384.58,2022-11-17,60,3.53,1879
8567,7891,10920,4,64282.7,2022-09-21,12,8.84,1040
8568,13483,5925,1,60340.08,2023-03-02,12,5.04,1357
8569,11342,32872,2,30048.27,2022-10-12,60,6.13,1219
8570,17235,34118,4,19981.61,2023-11-22,48,4.19,1520
8571,13722,22861,2,36291.17,2022-09-24,36,9.14,9
8572,14310,24971,4,79530.71,2022-12-30,12,7.03,1852
8573,15443,7443,1,32253.78,2020-11-10,36,4.92,334
8574,17965,28470,1,5732.31,2023-09-14,24,8.77,1357
8575,3231,23504,3,59192.54,2023-09-04,12,7.72,1017
8576,17461,23247,4,25598.75,2021-03-15,36,9.94,327
8577,4675,37767,3,60735.86,2022-11-04,24,7.74,15
8578,18076,5409,2,37707.93,2023-07-11,60,3.29,839
8579,14822,35766,4,44552.08,2022-11-18,24,7.24,1638
8580,15652,17368,3,58469.61,2022-09-15,12,7.55,226
8581,16280,12069,4,20640.19,2023-10-05,60,4.54,1449
8582,14746,2042,1,21831.48,2021-09-15,48,6.8,1814
8583,19968,7452,1,47589.0,2023-02-20,24,8.09,1432
8584,15001,18905,4,93220.73,2022-10-24,36,4.2,113
8585,10362,36002,3,76095.62,2024-03-11,12,4.38,1452
8586,18393,17568,4,66227.45,2022-02-01,48,3.61,1
8587,11703,19024,2,62738.15,2021-11-17,48,8.92,266
8588,11660,11163,3,57158.72,2024-04-27,48,5.51,1515
8589,19479,38099,1,5972.64,2021-12-26,12,7.09,1232
8590,17478,39981,3,1702.11,2020-07-24,60,5.35,1646
8591,6567,19410,4,7267.28,2021-03-26,36,4.82,1736
8592,13116,11398,4,45786.86,2022-05-31,24,5.49,952
8593,16345,30943,2,40901.16,2022-01-01,24,9.94,1393
8594,4925,37515,1,56175.05,2023-12-20,12,6.08,306
8595,14139,6125,2,69044.09,2020-09-26,12,5.44,12
8596,6335,28278,1,29230.46,2024-03-11,12,3.81,1369
8597,19187,17436,2,66320.17,2022-09-06,60,5.7,1489
8598,7278,28692,4,8269.61,2023-11-27,12,5.72,1724
8599,7130,7923,3,52660.28,2024-06-28,36,9.19,1690
8600,11322,1392,3,78866.79,2024-02-26,60,9.03,1518
8601,11719,4491,1,87920.22,2024-02-02,12,4.57,1392
8602,14907,16440,3,15995.87,2023-03-19,36,6.59,1870
8603,15685,34230,2,47053.96,2021-09-26,12,5.0,937
8604,9987,26700,1,21863.75,2022-05-20,60,4.25,420
8605,13825,19542,4,51555.87,2022-04-28,48,5.21,889
8606,4566,22317,3,33139.04,2022-07-09,48,6.12,1815
8607,770,25530,3,29289.48,2022-03-24,12,3.8,171
8608,6342,11625,2,49983.7,2023-06-02,48,5.24,134
8609,8705,39752,2,98774.48,2022-09-26,60,9.4,965
8610,13102,34272,1,52517.25,2021-12-03,12,4.21,1451
8611,14895,26664,3,58538.37,2023-06-17,24,3.97,1049
8612,1200,4710,4,31266.22,2023-12-26,60,7.24,1554
8613,16966,37914,3,79916.62,2022-01-15,12,4.81,1214
8614,9826,3825,4,90979.18,2023-10-30,48,6.02,1165
8615,10630,949,3,85377.04,2024-04-02,60,3.8,1579
8616,19618,32704,2,41506.42,2023-07-08,60,4.56,1870
8617,9842,29995,4,85578.82,2021-03-14,48,7.44,1820
8618,17876,10594,2,93633.4,2023-05-01,12,9.87,658
8619,2451,4455,3,70277.32,2021-10-05,12,8.24,1339
8620,13906,7854,1,67527.97,2023-07-05,24,4.5,1468
8621,6297,7348,2,83576.68,2022-09-03,48,5.94,1343
8622,16641,15934,4,8253.23,2024-03-20,24,8.65,1465
8623,5413,25100,1,33873.89,2023-10-08,36,6.36,1116
8624,18229,21408,3,23005.45,2022-08-01,60,6.52,179
8625,6910,8757,4,88328.69,2023-05-16,60,6.41,1080
8626,16690,36977,3,17820.95,2024-05-26,12,7.87,1179
8627,5685,19560,1,40218.03,2021-09-25,12,5.84,1696
8628,18526,34160,2,85643.55,2024-03-09,24,8.82,111
8629,5697,34094,3,37983.49,2023-08-19,48,4.47,137
8630,15955,23080,1,1120.41,2021-02-04,48,8.25,232
8631,16711,5862,3,76452.98,2021-05-13,48,4.03,992
8632,12383,617,4,76897.83,2022-05-24,12,6.13,468
8633,607,34160,2,69797.88,2021-10-04,12,9.44,732
8634,10839,11255,4,2031.01,2023-10-10,24,6.76,481
8635,13044,3977,4,63211.25,2023-03-18,36,6.07,1092
8636,11800,34154,2,21444.38,2021-04-18,12,8.13,814
8637,12208,32798,1,98259.88,2023-10-07,36,6.66,1273
8638,1084,27320,4,15411.62,2022-04-15,60,4.37,994
8639,15928,14853,4,72743.73,2021-05-28,60,4.87,323
8640,13220,21927,2,81773.0,2020-08-15,24,6.68,922
8641,17444,12191,1,79046.27,2021-08-11,12,6.85,904
8642,5630,36973,2,26453.75,2020-08-02,12,6.35,1542
8643,12061,7778,1,48431.09,2022-07-09,60,3.84,2000
8644,18254,37490,2,21214.61,2022-04-16,60,5.58,1816
8645,502,26525,4,38177.99,2023-05-28,12,6.49,1456
8646,12788,37586,3,86407.31,2024-04-04,12,8.27,1511
8647,16737,35032,2,58378.07,2020-09-12,12,4.0,606
8648,10827,12213,3,45544.41,2023-02-26,36,5.41,429
8649,4570,2561,1,71444.8,2023-10-16,48,3.73,1293
8650,17020,2583,4,51260.22,2021-01-11,12,6.25,1733
8651,5145,38577,1,18007.93,2024-03-29,24,6.26,1561
8652,13305,34844,1,72405.64,2021-01-02,36,9.71,148
8653,8644,35008,3,67254.21,2022-05-21,60,4.73,1142
8654,7836,10500,1,65528.32,2022-05-22,60,4.07,850
8655,19934,31503,4,82351.17,2024-04-12,24,9.08,367
8656,16163,17174,4,53752.68,2023-10-09,60,8.65,850
8657,19870,27928,2,18257.7,2024-04-22,36,9.23,1090
8658,19188,29871,4,48685.04,2024-05-30,36,5.22,1994
8659,12478,11450,1,60455.5,2023-08-23,60,5.13,813
8660,5291,24669,2,62806.25,2022-10-05,12,5.66,1394
8661,3263,22781,4,81805.97,2021-02-04,36,3.67,175
8662,5040,15881,2,90930.13,2021-01-03,24,8.7,1855
8663,10792,1304,3,31760.29,2023-11-08,60,4.63,588
8664,3167,11775,1,60991.8,2021-07-01,12,8.52,495
8665,12002,10411,3,99288.69,2022-01-29,36,6.36,973
8666,11595,24106,4,67792.96,2022-07-05,48,3.42,1138
8667,1618,39329,2,91576.33,2020-08-08,60,6.19,1135
8668,8384,634,4,35892.99,2022-10-26,48,6.44,1785
8669,18836,12599,1,69991.76,2021-08-08,60,6.53,1463
8670,10608,1660,2,27391.93,2022-10-05,60,8.55,1739
8671,12994,27529,2,82413.07,2022-07-30,36,3.23,1171
8672,17021,13710,3,7592.41,2021-06-20,60,7.04,35
8673,7714,39766,3,1438.31,2021-04-20,12,6.35,999
8674,9392,6117,4,18809.93,2023-05-22,36,5.72,1333
8675,4798,26247,4,85735.72,2021-07-29,12,5.81,538
8676,8298,25884,2,14817.71,2023-11-23,48,3.77,750
8677,10761,21460,3,11174.52,2021-12-03,48,7.63,1038
8678,7708,17580,2,80273.35,2024-04-26,24,3.19,374
8679,9174,27190,3,83471.74,2022-05-02,24,7.45,557
8680,16274,22144,3,91899.25,2021-12-01,12,3.47,1452
8681,5806,26368,2,78424.16,2022-11-04,12,9.1,1752
8682,18345,5843,2,34277.04,2021-03-01,48,9.85,233
8683,4953,1722,4,50026.8,2022-08-31,60,4.15,705
8684,11522,6698,4,53459.09,2021-02-04,36,8.97,563
8685,4079,13298,2,38073.36,2022-01-10,48,5.71,939
8686,3415,4774,4,5678.61,2020-11-29,60,9.24,887
8687,12260,1732,1,67223.87,2022-09-08,12,9.62,726
8688,14307,13711,3,64678.26,2023-12-25,12,8.44,1687
8689,7039,25555,2,49999.76,2023-07-10,36,7.15,1464
8690,1316,28987,4,85689.07,2022-03-10,48,9.37,1526
8691,10495,16351,2,15990.61,2023-12-04,60,5.98,1299
8692,10644,12066,4,5817.6,2023-06-02,12,6.94,1874
