payment_id,loan_id,payment_date,amount,status,interest_amount
15327,11265,2022-10-10,679.74,missed,67.99
15328,8917,2024-01-26,312.25,missed,25.18
15329,13858,2023-02-08,874.98,late,97.86
15330,866,2023-03-20,1246.66,missed,53.93
15331,2666,2025-07-02,373.39,late,15.19
15332,13780,2025-02-19,205.41,late,94.35
15333,8854,2022-09-06,1326.74,missed,62.76
15334,14544,2022-02-17,959.1,late,72.93
15335,12282,2024-09-13,808.52,on-time,57.27
15336,8830,2024-02-04,1459.48,missed,85.13
15337,12981,2022-06-23,923.75,late,12.98
15338,13408,2022-11-22,1197.92,late,34.15
15339,118,2025-02-21,870.89,on-time,52.27
15340,894,2023-10-15,386.35,on-time,16.89
15341,10100,2022-03-05,1968.02,missed,73.53
15342,1889,2024-08-31,659.94,missed,45.43
15343,3575,2022-12-05,1704.54,on-time,34.54
15344,12085,2021-09-30,426.65,on-time,10.3
15345,8096,2024-11-28,587.88,late,74.78
15346,13902,2024-02-11,463.67,on-time,85.04
15347,4966,2023-05-21,437.43,missed,45.55
15348,7229,2021-12-17,988.74,missed,60.78
15349,11722,2024-05-06,1380.74,missed,30.49
15350,1433,2023-10-26,1155.98,missed,66.0
15351,3805,2023-10-17,1966.01,missed,11.09
15352,8648,2023-03-21,326.07,on-time,53.98
15353,6747,2022-04-01,1438.03,on-time,67.98
15354,9861,2023-08-29,1312.89,missed,92.64
15355,10445,2023-07-05,1852.73,late,44.32
15356,1023,2021-12-07,894.24,late,78.87
15357,9917,2024-05-19,498.83,missed,63.79
15358,4684,2021-10-28,1658.51,missed,93.43
15359,5851,2025-05-11,1155.81,on-time,45.85
15360,11240,2022-03-25,1267.7,missed,38.72
15361,528,2023-05-12,112.81,missed,89.84
15362,2288,2022-09-21,744.77,late,14.43
15363,14021,2023-02-22,359.79,late,22.27
15364,2138,2021-07-31,791.27,missed,17.42
15365,11014,2023-12-28,936.19,missed,85.88
15366,6514,2024-10-14,954.26,on-time,10.95
15367,295,2025-05-12,1322.03,on-time,87.55
15368,11127,2022-12-04,1925.6,missed,50.61
15369,1812,2022-12-23,738.04,missed,10.36
15370,12255,2022-12-12,1056.04,late,46.15
15371,3199,2023-08-17,1757.47,on-time,26.81
15372,11110,2023-10-27,1569.62,on-time,66.2
15373,14754,2023-08-10,813.23,on-time,71.14
15374,7190,2021-08-03,167.54,on-time,53.88
15375,10922,2022-07-09,391.69,on-time,13.65
15376,5061,2022-04-22,1140.09,late,69.05
15377,7492,2022-02-12,535.45,missed,85.78
15378,13329,2023-11-19,494.29,late,74.83
15379,525,2022-04-30,903.06,late,84.7
15380,9565,2025-05-28,1305.71,missed,28.05
15381,5153,2024-01-14,644.5,missed,90.0
15382,3255,2023-10-30,213.94,on-time,39.0
15383,9555,2024-05-26,1421.97,missed,11.21
15384,8376,2022-05-31,216.35,missed,85.91
15385,1137,2022-06-06,118.09,on-time,94.76
15386,9359,2024-07-12,1872.53,missed,69.0
15387,11900,2023-12-12,1294.67,late,30.83
15388,12822,2025-06-02,456.5,missed,32.66
15389,13435,2023-12-09,1500.3,late,51.99
15390,13249,2025-05-11,665.21,on-time,90.8
15391,1872,2023-04-11,879.89,late,23.46
15392,9612,2024-03-12,315.83,missed,84.34
15393,365,2024-05-15,474.1,late,36.22
15394,3814,2021-07-30,868.28,missed,82.77
15395,4494,2021-11-08,313.32,late,92.82
15396,6704,2025-03-26,1367.97,missed,48.47
15397,12837,2025-04-19,353.04,on-time,42.85
15398,14551,2023-03-09,1429.28,on-time,82.2
15399,6549,2025-02-01,1040.77,on-time,57.65
15400,3769,2022-05-24,296.95,missed,71.6
15401,898,2022-09-14,266.77,on-time,66.05
15402,770,2023-10-26,1515.18,late,23.76
15403,5155,2024-06-11,1024.41,on-time,86.03
15404,5828,2024-01-19,818.11,missed,27.62
15405,10785,2022-12-14,1654.35,on-time,93.91
15406,3964,2024-06-15,1069.98,on-time,32.55
15407,12635,2022-04-04,387.26,late,76.05
15408,10492,2023-02-12,760.3,late,35.62
15409,1100,2025-05-25,1385.34,on-time,38.6
15410,4821,2022-07-04,803.38,on-time,37.9
15411,12805,2022-04-14,1030.3,missed,77.31
15412,13833,2023-03-02,1933.18,late,60.11
15413,3223,2023-05-11,865.02,on-time,89.47
15414,11575,2023-04-03,376.05,late,37.66
15415,9668,2025-01-29,1618.71,missed,72.28
15416,11748,2022-09-05,735.82,on-time,77.77
15417,13329,2024-02-24,1318.7,missed,23.63
15418,11012,2023-11-10,529.37,on-time,46.05
15419,9984,2021-08-23,1279.42,late,53.45
15420,7174,2024-02-16,901.12,on-time,42.01
15421,10896,2022-01-18,1854.79,missed,38.99
15422,8877,2024-11-07,1341.22,missed,71.78
15423,4307,2024-08-05,1927.2,late,29.43
15424,4108,2021-12-17,1619.55,late,73.85
15425,10022,2022-08-01,1315.81,missed,94.15
15426,9835,2024-06-22,818.59,on-time,60.87
15427,6360,2023-12-17,417.27,on-time,65.03
15428,1515,2024-01-14,672.08,late,16.2
15429,7715,2025-04-21,1290.41,on-time,87.8
15430,14328,2022-09-20,966.27,late,35.69
15431,10635,2023-01-04,1592.09,on-time,65.35
15432,2863,2024-08-17,562.55,on-time,98.12
15433,9532,2023-10-03,375.52,missed,63.6
15434,13046,2025-01-19,393.98,on-time,75.22
15435,4123,2024-11-14,1419.41,missed,50.08
15436,9395,2022-09-19,1131.64,late,15.43
15437,2614,2022-05-26,1384.27,late,81.78
15438,4100,2023-08-12,1321.37,on-time,13.15
15439,6186,2021-12-23,1348.11,on-time,73.06
15440,2706,2024-03-14,1143.58,missed,12.06
15441,6282,2023-05-07,411.7,missed,87.61
15442,11900,2023-08-09,782.78,late,24.19
15443,6253,2022-12-09,386.83,on-time,56.28
15444,4925,2023-01-20,728.0,late,63.74
15445,4106,2023-09-10,1268.45,on-time,51.18
15446,420,2024-09-19,1380.59,on-time,40.67
15447,2496,2022-07-22,431.61,missed,52.1
15448,14183,2023-02-25,960.88,late,38.03
15449,11318,2023-07-21,1005.48,missed,49.43
15450,8973,2024-02-06,510.36,late,42.3
15451,2633,2024-12-15,1141.13,missed,60.96
15452,13414,2021-10-17,1791.31,late,31.41
15453,8829,2023-08-07,1576.93,late,98.98
15454,4609,2023-03-18,1338.4,on-time,55.08
15455,12200,2025-01-07,374.63,missed,27.47
15456,6453,2025-03-30,329.52,on-time,52.94
15457,12028,2023-09-14,266.0,on-time,87.98
15458,4091,2022-01-18,783.54,on-time,11.96
15459,4774,2024-08-19,795.47,on-time,71.16
15460,11675,2023-01-28,412.62,on-time,59.32
15461,14339,2023-06-23,1903.96,late,25.26
15462,4815,2024-11-24,1420.2,on-time,83.57
15463,9500,2022-07-28,118.86,on-time,43.2
15464,454,2023-02-06,1577.33,on-time,36.44
15465,8031,2024-11-05,255.29,on-time,84.53
15466,9822,2022-12-15,482.67,late,67.47
15467,14808,2022-01-14,1607.48,late,90.84
15468,7265,2021-12-11,767.11,on-time,66.69
15469,6053,2025-05-25,1050.59,on-time,76.67
15470,13762,2023-07-07,442.65,late,85.28
15471,1060,2023-05-23,1886.29,late,14.93
15472,9150,2024-11-15,1382.31,late,79.84
15473,6493,2024-01-27,1732.49,late,65.23
15474,734,2022-01-31,1838.74,missed,16.26
15475,5304,2021-07-25,279.56,on-time,55.77
15476,10594,2025-05-28,305.31,missed,17.42
15477,3171,2023-06-28,1830.57,on-time,76.24
15478,5212,2023-02-16,1614.88,on-time,59.19
15479,12528,2022-09-23,1605.32,on-time,95.82
15480,10985,2024-06-14,758.81,on-time,26.48
15481,3947,2023-01-24,1365.33,late,64.54
15482,11116,2021-11-28,574.27,on-time,29.04
15483,10948,2023-12-01,371.14,missed,65.27
15484,13154,2023-02-07,164.95,late,75.04
15485,3872,2025-02-21,1321.82,late,75.01
15486,3271,2024-12-01,374.19,missed,83.36
15487,2836,2024-06-03,1337.85,missed,86.82
15488,13521,2022-06-19,948.77,on-time,16.95
15489,9729,2022-03-17,456.18,on-time,40.89
15490,2069,2023-04-22,1135.64,late,71.84
15491,13336,2023-05-16,1633.07,missed,54.87
15492,14475,2023-01-14,1861.49,missed,27.16
15493,2348,2023-11-18,1082.01,missed,59.74
15494,2140,2021-12-06,1803.18,on-time,46.67
15495,7353,2021-10-16,776.31,on-time,45.1
15496,6271,2021-12-19,1886.98,missed,82.88
15497,8766,2021-11-27,687.42,missed,46.68
15498,4385,2023-06-09,1695.35,missed,12.38
15499,6753,2021-12-17,260.99,on-time,15.23
15500,6574,2023-04-03,1790.28,late,87.06
15501,5436,2022-12-27,1331.76,late,96.45
15502,13728,2024-10-16,1676.25,missed,71.96
15503,234,2023-03-31,1723.48,late,42.79
15504,4385,2022-11-18,403.86,missed,94.47
15505,8446,2022-02-07,802.99,late,69.65
15506,3578,2021-07-13,680.26,late,85.99
15507,3419,2021-11-28,479.07,on-time,78.93
15508,8180,2023-11-18,1775.15,on-time,44.12
15509,10633,2021-07-24,102.17,missed,53.08
15510,12936,2022-10-25,1768.94,missed,26.75
15511,2142,2023-05-26,1689.27,missed,36.28
15512,12457,2023-08-14,1838.87,on-time,80.03
15513,983,2023-03-01,1627.41,late,90.46
15514,1047,2024-11-12,213.89,missed,75.2
15515,7192,2024-05-21,401.15,late,51.87
15516,6236,2023-10-27,1769.33,late,17.79
15517,7987,2023-11-09,1913.44,late,15.13
15518,10477,2023-10-21,108.08,on-time,43.69
15519,6804,2024-10-15,1956.2,on-time,51.74
15520,13741,2021-08-20,1217.64,on-time,64.82
15521,2218,2023-10-23,154.87,late,10.58
15522,9296,2024-09-08,1429.01,missed,99.08
15523,6931,2022-12-04,173.3,missed,42.75
15524,3879,2022-05-01,1234.63,late,86.33
15525,9495,2024-05-22,1400.74,missed,58.15
15526,11633,2024-01-25,356.37,late,21.74
15527,8424,2024-10-31,1791.61,on-time,81.78
15528,7755,2023-03-09,1601.53,missed,73.88
15529,5898,2023-09-03,1223.59,on-time,57.47
15530,1305,2024-12-02,798.86,on-time,56.31
15531,9947,2024-06-15,1301.05,on-time,17.87
15532,5191,2022-09-21,1784.7,on-time,69.03
15533,1494,2024-02-24,1994.16,on-time,92.01
15534,8114,2023-05-03,1104.94,on-time,18.39
15535,9638,2022-05-30,629.54,late,33.72
15536,7383,2022-09-21,866.15,on-time,91.21
15537,12423,2022-03-20,1299.99,missed,35.59
15538,13079,2022-07-30,550.02,on-time,68.85
15539,9513,2022-07-30,1252.93,late,58.13
15540,13481,2024-07-23,744.29,missed,63.67
15541,528,2024-02-18,1639.5,missed,47.42
15542,271,2021-11-13,866.79,missed,37.0
15543,6210,2024-11-25,1427.41,missed,14.37
15544,3350,2023-06-04,1976.84,on-time,76.99
15545,10422,2022-11-08,445.05,on-time,77.15
15546,13725,2022-07-17,517.02,late,70.37
15547,10870,2022-07-21,117.58,missed,67.93
15548,4684,2023-12-28,638.46,late,31.93
15549,995,2023-01-13,1396.29,on-time,12.01
15550,5888,2022-12-26,700.02,missed,82.78
15551,14680,2024-04-19,1764.16,missed,54.2
15552,11995,2025-03-16,1259.57,late,37.62
15553,969,2022-01-23,244.19,on-time,19.17
15554,14577,2024-03-29,1338.23,late,15.64
15555,6221,2023-10-06,501.24,late,41.4
15556,6480,2025-04-30,1734.16,on-time,82.43
15557,3567,2024-08-02,110.64,late,92.69
15558,12103,2023-12-26,639.35,missed,90.71
15559,14796,2024-12-04,110.3,late,92.8
15560,2143,2021-10-19,625.14,missed,91.7
15561,6016,2022-11-09,462.11,missed,57.45
15562,207,2023-06-18,353.15,missed,29.75
15563,2297,2023-04-22,210.14,late,81.82
15564,11305,2022-03-31,164.64,missed,29.23
15565,14420,2023-04-01,941.48,late,34.05
15566,3538,2024-12-05,171.41,late,30.99
15567,4913,2024-03-31,1759.41,on-time,56.35
15568,250,2024-02-17,1796.0,missed,38.96
15569,9312,2022-02-16,1105.99,missed,23.87
15570,1459,2023-01-23,1779.32,missed,50.79
15571,689,2022-12-01,508.73,on-time,88.65
15572,9863,2024-07-11,1752.36,late,61.35
15573,2824,2022-08-22,1701.7,missed,89.05
15574,6212,2025-02-23,1281.59,late,27.63
15575,3649,2023-08-12,1073.93,on-time,25.03
15576,1550,2022-07-27,1909.5,missed,61.8
15577,4325,2024-02-17,1004.14,on-time,51.7
15578,6043,2022-02-21,1333.01,missed,69.42
15579,70,2024-04-24,172.58,on-time,81.52
15580,336,2021-10-26,1615.95,on-time,77.62
15581,4907,2021-08-30,1346.24,missed,94.8
15582,56,2024-10-25,546.4,on-time,45.84
15583,4070,2022-10-20,1329.75,late,28.57
15584,10708,2022-08-04,1416.01,missed,59.58
15585,14590,2022-05-07,1023.78,late,19.97
15586,9876,2024-05-19,1941.98,missed,36.0
15587,4125,2023-04-22,1294.98,on-time,28.71
15588,4169,2024-09-17,378.36,late,45.69
15589,703,2021-07-20,1784.77,missed,20.01
15590,14114,2024-01-09,1935.5,missed,12.87
15591,6869,2024-07-09,1428.62,missed,69.11
15592,12540,2022-05-22,239.18,late,64.92
15593,3038,2021-12-22,1674.68,missed,73.75
15594,5092,2025-01-13,1822.25,missed,69.43
15595,1863,2025-03-19,1334.63,missed,20.29
15596,7381,2024-04-13,618.76,late,36.2
15597,8601,2024-06-13,200.89,missed,21.66
15598,3133,2022-10-03,1856.96,late,85.87
15599,9585,2025-05-25,1021.14,late,77.22
15600,2057,2025-01-03,1169.3,on-time,28.14
15601,10917,2023-09-16,1140.39,missed,40.72
15602,12209,2024-07-04,1786.77,missed,97.0
15603,7938,2022-07-05,1773.11,missed,63.47
15604,14969,2022-09-10,752.65,on-time,82.1
15605,10619,2021-09-30,1861.8,missed,33.81
15606,4343,2022-05-22,483.17,on-time,28.9
15607,7584,2022-08-14,806.29,missed,80.55
15608,14670,2022-06-14,1756.8,on-time,71.73
15609,9399,2025-01-19,890.75,late,71.29
15610,7281,2024-08-27,1549.29,missed,59.74
15611,4711,2022-09-04,465.9,missed,60.72
15612,874,2025-04-29,845.88,missed,76.21
15613,6473,2022-03-19,687.52,missed,34.3
15614,5383,2023-12-24,1757.93,on-time,41.75
15615,12576,2021-12-25,491.71,late,88.45
15616,10004,2023-03-15,1233.41,late,37.8
15617,10562,2022-09-27,1380.7,on-time,59.17
15618,7782,2022-12-04,556.86,missed,73.24
15619,4878,2024-07-15,1453.16,on-time,99.99
15620,9406,2024-04-30,1565.15,missed,49.18
15621,14951,2024-10-11,1556.56,missed,48.53
15622,11446,2023-01-28,128.57,missed,85.83
15623,8918,2023-01-30,725.86,on-time,82.5
15624,11902,2022-01-08,1428.96,missed,75.8
15625,3315,2021-07-29,1241.98,missed,51.69
15626,3981,2023-09-23,1454.72,on-time,39.15
15627,5390,2021-12-06,1520.04,missed,64.79
15628,5998,2021-09-11,996.82,on-time,88.86
15629,11316,2023-10-28,490.1,on-time,89.54
15630,682,2024-10-19,589.76,on-time,19.76
15631,8536,2024-08-24,1520.55,missed,48.55
15632,6603,2024-04-30,402.68,missed,51.82
15633,14883,2024-06-20,1176.49,on-time,97.99
15634,12478,2022-05-24,1789.46,on-time,71.02
15635,13860,2023-01-11,720.99,late,46.65
15636,7403,2021-10-19,1114.92,on-time,12.35
15637,1827,2022-11-29,1576.06,on-time,60.88
15638,12202,2023-05-23,154.81,on-time,18.65
15639,14914,2022-07-07,140.06,missed,85.1
15640,4846,2022-04-11,1094.42,late,77.73
15641,1376,2025-05-09,1285.75,missed,51.45
15642,13080,2023-12-02,1008.35,late,48.63
15643,13119,2022-04-12,401.02,late,90.76
15644,7800,2023-09-02,1220.9,missed,35.96
15645,2038,2024-11-17,1088.63,late,32.41
15646,4577,2023-08-24,348.81,missed,94.53
15647,367,2024-06-09,774.25,missed,82.83
15648,8735,2024-10-20,1657.89,on-time,83.86
15649,12983,2024-01-28,1578.54,missed,27.57
15650,12930,2021-08-05,1348.05,on-time,22.9
15651,4405,2022-04-10,759.45,missed,12.34
15652,14474,2022-04-14,239.62,on-time,31.33
15653,6852,2025-03-24,1061.21,on-time,79.68
15654,1002,2021-12-13,1524.64,on-time,31.6
15655,13920,2021-08-11,1080.82,late,75.62
15656,7370,2021-08-01,391.04,late,32.67
15657,13672,2024-02-09,983.67,on-time,45.58
15658,3460,2023-11-28,333.91,on-time,98.48
15659,7620,2024-11-03,1183.98,missed,32.03
15660,10649,2024-12-15,1722.09,on-time,43.87
15661,6896,2022-06-01,1749.02,late,37.1
15662,684,2023-07-13,714.91,on-time,19.87
15663,5705,2025-04-25,205.69,missed,54.09
15664,9089,2024-11-21,117.08,on-time,44.08
15665,10882,2022-07-19,316.5,on-time,72.54
15666,3739,2024-10-23,1845.81,missed,83.58
15667,10874,2023-03-02,1477.83,late,58.98
15668,12538,2024-10-09,1624.11,missed,12.9
15669,7789,2024-05-18,1232.54,missed,65.7
15670,3930,2022-08-14,1764.82,late,14.99
15671,8303,2022-01-25,675.36,late,65.47
15672,5644,2025-05-26,351.92,late,71.65
15673,2855,2023-10-13,1798.32,missed,27.8
15674,396,2024-08-04,1633.89,on-time,83.74
15675,5765,2021-08-08,1806.35,on-time,92.0
15676,11568,2024-06-23,1065.74,late,83.18
15677,6632,2024-03-13,457.57,missed,37.46
15678,720,2023-12-19,1485.54,on-time,62.8
15679,17,2024-07-02,872.59,late,92.33
15680,246,2023-06-17,1247.05,missed,38.86
15681,11777,2021-08-07,403.46,late,83.8
15682,6318,2022-04-08,1049.4,on-time,10.85
15683,3323,2025-03-02,1878.39,late,10.33
15684,14924,2021-09-17,902.14,on-time,78.37
15685,13284,2025-06-09,1832.2,on-time,78.53
15686,6328,2025-03-03,961.59,on-time,81.01
15687,11786,2024-08-17,1232.33,missed,93.7
15688,10791,2023-05-21,537.79,late,20.61
15689,8664,2024-02-27,1070.33,late,30.88
15690,12813,2024-03-25,663.77,missed,91.34
15691,1766,2024-01-10,473.45,missed,25.95
15692,10162,2023-11-20,1440.91,missed,71.4
15693,5595,2021-10-12,397.5,on-time,57.74
15694,7105,2024-09-24,102.57,on-time,17.49
15695,6000,2021-10-25,1366.23,on-time,35.67
15696,5344,2022-06-18,139.57,late,56.83
15697,4131,2022-01-09,1191.79,missed,86.71
15698,1952,2025-03-26,203.31,missed,73.68
15699,13998,2022-09-26,1405.9,late,65.97
15700,4466,2022-10-30,240.57,late,54.64
15701,490,2021-09-01,1874.05,missed,36.88
15702,12906,2022-08-30,1363.85,late,20.73
15703,10906,2023-04-25,796.48,missed,46.82
15704,12400,2024-07-04,1621.18,on-time,12.57
15705,4601,2024-05-23,119.23,missed,29.0
15706,4105,2023-05-22,1035.03,on-time,48.92
15707,14719,2023-10-31,687.3,on-time,47.67
15708,1609,2023-02-15,1062.78,missed,13.99
15709,9249,2022-12-04,1690.28,late,63.02
15710,10373,2022-11-11,1246.24,late,59.47
15711,4995,2025-03-14,471.13,on-time,17.03
15712,14083,2021-12-04,866.19,on-time,94.88
15713,7600,2025-01-28,933.91,on-time,18.94
15714,4202,2024-01-01,1307.42,late,86.94
15715,1142,2024-04-28,1535.32,missed,10.03
15716,11495,2021-09-27,662.3,late,89.41
15717,4415,2021-07-14,1660.15,missed,11.77
15718,13006,2024-09-06,1247.31,on-time,78.2
15719,2311,2023-07-10,1630.85,on-time,42.55
15720,5523,2022-06-30,1615.88,late,76.44
15721,336,2022-03-08,1576.58,late,46.16
15722,7191,2025-06-25,1240.23,late,16.38
15723,13623,2022-11-27,1923.91,missed,79.08
15724,7530,2024-05-15,1114.69,late,16.41
15725,10331,2023-03-15,1380.01,on-time,92.99
15726,6352,2021-07-29,225.8,on-time,14.59
15727,9605,2023-07-27,507.83,missed,53.14
15728,7365,2024-09-29,358.34,on-time,75.07
15729,3086,2023-10-21,1227.85,late,45.39
15730,945,2024-05-23,1541.41,on-time,29.55
15731,3162,2022-09-03,246.6,on-time,78.32
15732,378,2023-05-08,702.53,missed,80.59
15733,11860,2023-09-26,621.12,late,93.04
15734,7103,2023-06-10,330.36,missed,43.85
15735,12802,2022-04-22,809.96,missed,55.56
15736,1178,2022-10-13,1690.14,late,42.68
15737,14030,2022-10-31,1803.92,on-time,33.14
15738,2755,2022-10-15,1435.78,late,77.59
15739,9183,2024-01-19,830.27,missed,40.57
15740,1910,2023-03-10,1056.94,late,48.53
15741,7496,2022-10-01,1555.29,on-time,46.33
15742,14808,2024-06-16,1159.17,on-time,74.14
15743,1294,2024-02-09,1911.54,late,92.6
15744,13754,2024-05-26,624.71,on-time,70.01
15745,14722,2021-12-31,632.97,missed,52.44
15746,12599,2023-12-10,122.73,missed,80.13
15747,3578,2022-12-06,1488.31,on-time,67.69
15748,9040,2023-04-21,186.22,missed,15.45
15749,8640,2024-08-11,729.38,on-time,18.61
15750,6747,2024-03-05,667.25,on-time,13.41
15751,14800,2023-02-12,947.66,on-time,51.11
15752,10882,2023-03-24,545.5,missed,84.33
15753,4451,2023-02-25,1360.89,missed,38.18
15754,2655,2023-11-29,194.22,late,44.57
15755,13889,2024-02-10,228.29,missed,91.85
15756,5064,2024-01-31,1858.22,on-time,85.32
15757,4983,2024-04-03,687.09,late,69.85
15758,7234,2021-10-13,1466.21,late,34.01
15759,9333,2021-11-20,913.78,missed,20.53
15760,2068,2022-04-23,974.19,late,11.45
15761,2874,2023-04-04,746.4,late,19.63
15762,9665,2023-03-29,1317.69,late,36.33
15763,9694,2021-08-18,159.31,missed,59.66
15764,11122,2022-01-15,1750.05,missed,15.76
15765,12838,2023-10-29,143.68,late,22.26
15766,5574,2023-10-09,1469.36,missed,26.3
15767,2517,2024-10-03,109.84,missed,66.88
15768,7980,2023-10-28,571.26,late,65.42
15769,4719,2023-05-17,1096.65,missed,59.57
15770,10627,2022-04-08,1479.87,missed,32.55
15771,12801,2022-03-02,1592.99,on-time,43.4
15772,91,2023-03-10,1586.29,late,18.7
15773,355,2022-05-13,803.42,missed,30.38
15774,10134,2025-03-14,658.3,missed,90.79
15775,14712,2023-02-06,1190.44,on-time,98.17
15776,11715,2025-01-03,1353.08,on-time,68.29
15777,4369,2023-10-17,1803.52,late,92.51
15778,10483,2021-10-19,1697.51,late,67.85
15779,9725,2023-06-18,1924.07,late,12.99
15780,7366,2024-05-18,1254.69,on-time,99.71
15781,2324,2024-07-04,1024.41,missed,18.91
15782,12843,2023-06-06,1311.83,on-time,71.44
15783,11455,2022-09-16,891.74,on-time,32.76
15784,12710,2022-11-18,592.1,on-time,45.28
15785,12071,2023-10-21,1078.95,on-time,68.13
15786,3213,2022-09-22,1392.26,missed,49.28
15787,1414,2024-05-22,1962.44,missed,32.55
15788,3015,2023-09-05,838.51,on-time,40.1
15789,9905,2023-10-10,1056.67,missed,40.74
15790,5629,2021-09-03,892.63,late,96.34
15791,302,2021-09-19,1669.22,on-time,81.88
15792,11206,2024-08-30,782.84,missed,51.27
15793,5840,2024-03-28,1704.42,late,27.98
15794,10487,2023-12-14,332.56,missed,82.99
15795,2666,2025-01-18,1509.55,late,24.15
15796,13615,2025-04-18,216.25,missed,28.94
15797,11840,2023-04-11,1489.46,missed,42.94
15798,6210,2024-09-13,989.62,missed,89.23
15799,10593,2021-12-09,377.33,on-time,21.86
15800,13861,2022-10-10,705.68,late,21.0
15801,5748,2023-08-07,1943.32,on-time,54.46
15802,14510,2025-03-01,618.96,missed,34.88
15803,8109,2024-02-09,649.76,missed,61.19
15804,8088,2022-08-15,790.33,missed,50.65
15805,10785,2024-12-19,112.02,on-time,49.15
15806,10968,2023-09-12,681.19,late,20.08
15807,10033,2021-09-09,1100.42,missed,22.69
15808,14618,2021-12-22,981.75,late,83.9
15809,6668,2023-04-11,649.57,missed,89.73
15810,13590,2024-05-20,1640.82,late,31.12
15811,3725,2021-12-08,882.47,late,20.21
15812,4479,2023-05-11,1128.31,on-time,14.81
15813,5220,2023-09-09,1423.57,late,64.75
15814,4636,2024-07-06,560.42,missed,74.38
15815,7859,2024-07-13,1501.28,missed,43.55
15816,12436,2025-04-14,538.77,late,71.17
15817,10894,2024-12-04,315.35,missed,74.17
15818,8919,2024-09-27,1785.95,late,94.18
15819,10869,2022-06-06,1992.27,late,15.84
15820,3655,2022-12-10,1601.96,missed,27.31
15821,3154,2023-05-06,1240.38,missed,16.17
15822,924,2023-03-12,219.16,on-time,88.12
15823,8610,2021-12-21,1287.51,late,81.33
15824,4490,2025-04-02,734.14,missed,61.72
15825,11490,2023-07-21,1714.9,on-time,17.53
15826,13368,2024-08-28,485.9,late,34.6
15827,5308,2025-04-10,1676.6,missed,36.79
15828,9405,2023-09-19,1727.07,late,60.47
15829,11989,2022-11-21,316.64,on-time,33.22
15830,1119,2022-06-23,976.7,on-time,16.57
15831,13308,2025-02-08,906.89,missed,75.77
15832,11308,2022-03-13,1946.95,missed,36.92
15833,2013,2023-07-19,1993.16,missed,50.71
15834,12460,2025-01-23,635.64,on-time,21.49
15835,14078,2022-10-15,1063.98,on-time,82.23
15836,9850,2022-11-01,1081.64,missed,60.9
15837,13084,2021-10-27,1962.81,on-time,91.14
15838,14654,2024-09-07,1692.33,late,54.59
15839,10651,2022-12-31,496.29,late,94.73
15840,4171,2024-02-08,915.53,on-time,90.27
15841,6511,2024-01-13,760.83,on-time,61.88
15842,10667,2025-01-09,1205.65,on-time,94.05
15843,14268,2025-05-27,883.15,missed,39.08
15844,14068,2025-04-16,579.51,missed,42.91
15845,3882,2024-04-29,1501.29,late,14.09
15846,10556,2021-08-11,423.03,missed,63.03
15847,13440,2024-11-18,1760.63,late,74.97
15848,8802,2024-09-28,825.78,on-time,79.62
15849,1008,2023-01-24,1023.45,missed,23.48
15850,12378,2022-06-14,1807.95,on-time,49.97
15851,5054,2025-06-01,1132.95,missed,25.92
15852,8811,2022-05-05,280.54,missed,69.59
15853,4914,2021-08-09,1336.33,late,24.22
15854,13708,2025-01-10,512.2,late,91.37
15855,13155,2022-12-16,803.46,missed,30.76
15856,9240,2021-08-09,594.78,late,36.23
15857,8246,2022-11-09,587.07,on-time,86.58
15858,297,2023-11-11,1228.92,late,51.26
15859,2893,2025-02-19,188.09,on-time,12.16
15860,6941,2021-10-03,900.08,missed,54.51
15861,2965,2021-12-03,350.88,missed,17.61
15862,10682,2025-02-24,1320.8,late,98.68
15863,5613,2023-05-10,189.54,on-time,62.93
15864,9986,2024-04-22,710.24,late,33.09
15865,13600,2023-07-05,1680.01,late,60.73
15866,2805,2021-10-12,1612.58,late,16.92
15867,11344,2024-12-11,1236.27,missed,81.99
15868,72,2023-01-19,996.44,on-time,93.28
15869,5673,2025-01-22,550.3,missed,88.7
15870,5961,2025-03-22,509.52,missed,40.76
15871,10324,2024-03-30,456.56,late,39.32
15872,7657,2023-02-04,497.6,late,13.16
15873,6120,2023-09-24,1030.21,late,68.63
15874,6062,2023-12-04,1556.78,on-time,58.14
15875,13888,2021-11-22,1834.62,late,51.34
15876,9260,2025-01-14,818.5,late,91.69
15877,6819,2024-03-22,106.83,missed,25.11
15878,6331,2022-07-24,236.03,late,10.87
15879,5111,2023-10-11,1669.97,missed,16.6
15880,5600,2022-04-22,728.22,on-time,30.1
15881,12654,2025-03-08,1842.23,on-time,13.0
15882,2202,2021-10-27,813.09,late,55.26
15883,13269,2022-03-08,1317.32,late,38.27
15884,14872,2025-04-25,1854.92,late,26.24
15885,6028,2021-09-08,1067.31,late,77.51
15886,1639,2024-07-20,1724.38,late,28.4
15887,14208,2025-05-25,1343.5,on-time,71.88
15888,13413,2023-01-22,1771.44,on-time,41.43
15889,8274,2025-06-29,321.98,late,56.06
15890,12189,2022-03-28,910.4,late,94.05
15891,11489,2022-07-19,211.04,missed,13.36
15892,6013,2025-01-17,1341.7,on-time,55.02
15893,5958,2022-06-16,956.34,late,86.9
15894,3609,2022-11-28,198.85,late,62.92
15895,12133,2022-07-15,984.5,missed,34.92
15896,134,2023-07-13,264.33,late,45.79
15897,13181,2022-12-17,1258.54,on-time,71.22
